,Year,Country,Item,Rainfall (mm),Temperature (Celsius),Pesticides (tonnes),Yield (hg/ha)
52,1990,Austria,Potatoes,1162.8215,85.10116000000001,4246,249854
53,1990,Austria,Rye,1162.8215,85.10116000000001,4246,42600
54,1990,Austria,Wheat,1162.8215,85.10116000000001,4246,50479
55,1990,Bahrain,Carrots and turnips,37.91897,328.4869,14,148462
56,1990,Bahrain,Cauliflowers and broccoli,37.91897,328.4869,14,106875
57,1990,Bahrain,Potatoes,37.91897,328.4869,14,186667
58,1990,Bahrain,Sweet potatoes,37.91897,328.4869,14,116667
59,1990,Bangladesh,Barley,2646.27155,303.0953,1266,6280
60,1990,Bangladesh,Cauliflowers and broccoli,2646.27155,303.0953,1266,76198
61,1990,Bangladesh,Garlic,2646.27155,303.0953,1266,30042
62,1990,Bangladesh,Ginger,2646.27155,303.0953,1266,61476
63,1990,Bangladesh,Maize,2646.27155,303.0953,1266,10015
64,1990,Bangladesh,Potatoes,2646.27155,303.0953,1266,91410
65,1990,Bangladesh,Sweet potatoes,2646.27155,303.0953,1266,98316
66,1990,Bangladesh,Wheat,2646.27155,303.0953,1266,15034
67,1990,Barbados,Carrots and turnips,1978.9229,320.6049,550,57880
68,1990,Barbados,Maize,1978.9229,320.6049,550,26744
69,1990,Barbados,Sweet potatoes,1978.9229,320.6049,550,84000
70,1990,Belize,Maize,2318.3874,305.5066,771,18965
71,1990,Belize,Potatoes,2318.3874,305.5066,771,90385
72,1990,Belize,Sweet potatoes,2318.3874,305.5066,771,108750
73,1990,Bhutan,Barley,2013.0417499999999,143.39066,4,10256
74,1990,Bhutan,Buckwheat,2013.0417499999999,143.39066,4,10969
75,1990,Bhutan,Ginger,2013.0417499999999,143.39066,4,91573
76,1990,Bhutan,Maize,2013.0417499999999,143.39066,4,9524
77,1990,Bhutan,Potatoes,2013.0417499999999,143.39066,4,119832
78,1990,Bhutan,Wheat,2013.0417499999999,143.39066,4,7692
79,1990,Botswana,Maize,284.32852,263.4623,17,2899
80,1990,Botswana,Wheat,284.32852,263.4623,17,26178
81,1990,Brazil,Barley,1653.1716000000001,301.618,49695,14976
82,1990,Brazil,Buckwheat,1653.1716000000001,301.618,49695,10400
83,1990,Brazil,Garlic,1653.1716000000001,301.618,49695,41453
84,1990,Brazil,Maize,1653.1716000000001,301.618,49695,18735
85,1990,Brazil,Oats,1653.1716000000001,301.618,49695,9201
86,1990,Brazil,Potatoes,1653.1716000000001,301.618,49695,141084
87,1990,Brazil,Rye,1653.1716000000001,301.618,49695,10319
88,1990,Brazil,Sweet potatoes,1653.1716000000001,301.618,49695,101661
89,1990,Brazil,Wheat,1653.1716000000001,301.618,49695,11540
90,1990,Bulgaria,Barley,470.05288,135.31119,3906,38544
91,1990,Bulgaria,Carrots and turnips,470.05288,135.31119,3906,137020
92,1990,Bulgaria,Cauliflowers and broccoli,470.05288,135.31119,3906,166566
93,1990,Bulgaria,Garlic,470.05288,135.31119,3906,59230
94,1990,Bulgaria,Hops,470.05288,135.31119,3906,6662
95,1990,Bulgaria,Maize,470.05288,135.31119,3906,28771
96,1990,Bulgaria,Oats,470.05288,135.31119,3906,18248
97,1990,Bulgaria,"Onions, shallots, green",470.05288,135.31119,3906,107242
98,1990,Bulgaria,Potatoes,470.05288,135.31119,3906,104986
99,1990,Bulgaria,Rye,470.05288,135.31119,3906,20118
100,1990,Bulgaria,Wheat,470.05288,135.31119,3906,45514
101,1990,Burkina Faso,Maize,652.12924,345.076,29,14612
102,1990,Burkina Faso,"Onions, shallots, green",652.12924,345.076,29,182358
103,1990,Burkina Faso,Potatoes,652.12924,345.076,29,61985
104,1990,Burkina Faso,Sweet potatoes,652.12924,345.076,29,67598
105,1990,Burundi,Maize,1244.30807,246.0084,92,13540
106,1990,Burundi,Potatoes,1244.30807,246.0084,92,34836
107,1990,Burundi,Sweet potatoes,1244.30807,246.0084,92,64427
108,1990,Burundi,Wheat,1244.30807,246.0084,92,7478
109,1990,Cameroon,Ginger,1625.9164,300.4851,2227,50000
110,1990,Cameroon,Maize,1625.9164,300.4851,2227,18543
111,1990,Cameroon,Potatoes,1625.9164,300.4851,2227,16142
112,1990,Cameroon,Sweet potatoes,1625.9164,300.4851,2227,78150
113,1990,Cameroon,Wheat,1625.9164,300.4851,2227,15000
114,1990,Canada,Barley,467.5251,-85.99587,29568,29680
115,1990,Canada,Buckwheat,467.5251,-85.99587,29568,11164
116,1990,Canada,Carrots and turnips,467.5251,-85.99587,29568,441694
117,1990,Canada,Cauliflowers and broccoli,467.5251,-85.99587,29568,139825
118,1990,Canada,Maize,467.5251,-85.99587,29568,68602
119,1990,Canada,Oats,467.5251,-85.99587,29568,23328
120,1990,Canada,Potatoes,467.5251,-85.99587,29568,250994
121,1990,Canada,Rye,467.5251,-85.99587,29568,17561
122,1990,Canada,Wheat,467.5251,-85.99587,29568,22769
123,1990,Central African Republic,Maize,1294.05947,303.8258,0,7324
124,1990,Central African Republic,Potatoes,1294.05947,303.8258,0,24509
125,1990,Chad,Maize,246.28319000000002,324.2047,68,9768
126,1990,Chad,Potatoes,246.28319000000002,324.2047,68,59028
127,1990,Chad,Sweet potatoes,246.28319000000002,324.2047,68,42303
128,1990,Chad,Wheat,246.28319000000002,324.2047,68,15000
129,1990,Chile,Barley,641.35,100.49918,15373,34797
130,1990,Chile,Carrots and turnips,641.35,100.49918,15373,250000
131,1990,Chile,Cauliflowers and broccoli,641.35,100.49918,15373,160000
132,1990,Chile,Garlic,641.35,100.49918,15373,62999
133,1990,Chile,Maize,641.35,100.49918,15373,81395
134,1990,Chile,Oats,641.35,100.49918,15373,26241
135,1990,Chile,Potatoes,641.35,100.49918,15373,150300
136,1990,Chile,Rye,641.35,100.49918,15373,26996
137,1990,Chile,Sweet potatoes,641.35,100.49918,15373,74784
138,1990,Chile,Wheat,641.35,100.49918,15373,29481
139,1990,China,Barley,625.11433,83.97411000000001,775408,28061
140,1990,China,Buckwheat,625.11433,83.97411000000001,775408,12667
141,1990,China,Carrots and turnips,625.11433,83.97411000000001,775408,217127
142,1990,China,Cauliflowers and broccoli,625.11433,83.97411000000001,775408,229548
143,1990,China,Garlic,625.11433,83.97411000000001,775408,101465
144,1990,China,Ginger,625.11433,83.97411000000001,775408,101789
145,1990,China,Hops,625.11433,83.97411000000001,775408,16935
146,1990,China,Maize,625.11433,83.97411000000001,775408,45252
147,1990,China,Oats,625.11433,83.97411000000001,775408,18089
148,1990,China,"Onions, shallots, green",625.11433,83.97411000000001,775408,194794
149,1990,China,Potatoes,625.11433,83.97411000000001,775408,113209
150,1990,China,Rye,625.11433,83.97411000000001,775408,14916
151,1990,China,Sweet potatoes,625.11433,83.97411000000001,775408,166382
152,1990,China,Wheat,625.11433,83.97411000000001,775408,31941
153,1990,Colombia,Barley,2415.315,294.4568,18058,18490
154,1990,Colombia,Carrots and turnips,2415.315,294.4568,18058,253000
155,1990,Colombia,Cauliflowers and broccoli,2415.315,294.4568,18058,150000
156,1990,Colombia,Maize,2415.315,294.4568,18058,14498
157,1990,Colombia,Oats,2415.315,294.4568,18058,20000
158,1990,Colombia,Potatoes,2415.315,294.4568,18058,152736
159,1990,Colombia,Wheat,2415.315,294.4568,18058,18483
160,1990,Comoros,Maize,1789.5166,305.2571,1,23800
161,1990,Comoros,"Onions, shallots, green",1789.5166,305.2571,1,25000
162,1990,Comoros,Potatoes,1789.5166,305.2571,1,120000
163,1990,Comoros,Sweet potatoes,1789.5166,305.2571,1,21000
164,1990,Costa Rica,Carrots and turnips,2989.4931,297.4515,1447,352941
165,1990,Costa Rica,Ginger,2989.4931,297.4515,1447,130000
166,1990,Costa Rica,Maize,2989.4931,297.4515,1447,16554
167,1990,Costa Rica,Potatoes,2989.4931,297.4515,1447,220000
168,1990,Cyprus,Barley,284.27633000000003,224.45932,2185,18727
169,1990,Cyprus,Carrots and turnips,284.27633000000003,224.45932,2185,666667
170,1990,Cyprus,Cauliflowers and broccoli,284.27633000000003,224.45932,2185,200000
171,1990,Cyprus,Garlic,284.27633000000003,224.45932,2185,37500
172,1990,Cyprus,Oats,284.27633000000003,224.45932,2185,10000
173,1990,Cyprus,"Onions, shallots, green",284.27633000000003,224.45932,2185,111500
174,1990,Cyprus,Potatoes,284.27633000000003,224.45932,2185,232375
175,1990,Cyprus,Wheat,284.27633000000003,224.45932,2185,20392
176,1990,Denmark,Barley,804.1894,113.21229,5650,55347
177,1990,Denmark,Carrots and turnips,804.1894,113.21229,5650,538462
178,1990,Denmark,Cauliflowers and broccoli,804.1894,113.21229,5650,166667
179,1990,Denmark,Oats,804.1894,113.21229,5650,46400
180,1990,Denmark,Potatoes,804.1894,113.21229,5650,374583
181,1990,Denmark,Rye,804.1894,113.21229,5650,50211
182,1990,Denmark,Wheat,804.1894,113.21229,5650,74180
183,1990,Dominican Republic,Carrots and turnips,1347.4549,290.8932,4971,133333
184,1990,Dominican Republic,Garlic,1347.4549,290.8932,4971,56464
185,1990,Dominican Republic,Ginger,1347.4549,290.8932,4971,34286
186,1990,Dominican Republic,Maize,1347.4549,290.8932,4971,16479
187,1990,Dominican Republic,Potatoes,1347.4549,290.8932,4971,118759
188,1990,Dominican Republic,Sweet potatoes,1347.4549,290.8932,4971,60677
189,1990,Ecuador,Barley,1720.7307,262.7355,2537,7955
190,1990,Ecuador,Carrots and turnips,1720.7307,262.7355,2537,59468
191,1990,Ecuador,Cauliflowers and broccoli,1720.7307,262.7355,2537,85778
192,1990,Ecuador,Garlic,1720.7307,262.7355,2537,20731
193,1990,Ecuador,Maize,1720.7307,262.7355,2537,10602
194,1990,Ecuador,Oats,1720.7307,262.7355,2537,9072
195,1990,Ecuador,"Onions, shallots, green",1720.7307,262.7355,2537,69308
196,1990,Ecuador,Potatoes,1720.7307,262.7355,2537,71727
197,1990,Ecuador,Rye,1720.7307,262.7355,2537,2891
198,1990,Ecuador,Sweet potatoes,1720.7307,262.7355,2537,59520
199,1990,Ecuador,Wheat,1720.7307,262.7355,2537,7967
200,1990,Egypt,Barley,32.63788,268.7496,13214,26617
201,1990,Egypt,Carrots and turnips,32.63788,268.7496,13214,252769
202,1990,Egypt,Cauliflowers and broccoli,32.63788,268.7496,13214,214225
203,1990,Egypt,Garlic,32.63788,268.7496,13214,297859
204,1990,Egypt,Maize,32.63788,268.7496,13214,57803
205,1990,Egypt,Potatoes,32.63788,268.7496,13214,205592
206,1990,Egypt,Rye,32.63788,268.7496,13214,19412
207,1990,Egypt,Sweet potatoes,32.63788,268.7496,13214,257930
208,1990,Egypt,Wheat,32.63788,268.7496,13214,51967
209,1990,El Salvador,Maize,1605.27509,289.2023,2524,21383
210,1990,El Salvador,Potatoes,1605.27509,289.2023,2524,140000
211,1990,El Salvador,Sweet potatoes,1605.27509,289.2023,2524,64286
212,1990,Fiji,Ginger,2597.4602,292.70210000000003,153,329053
213,1990,Fiji,Maize,2597.4602,292.70210000000003,153,21081
214,1990,Fiji,Potatoes,2597.4602,292.70210000000003,153,75294
215,1990,Fiji,Sweet potatoes,2597.4602,292.70210000000003,153,69653
216,1990,Finland,Barley,502.78340000000003,33.88843,2001,35427
217,1990,Finland,Carrots and turnips,502.78340000000003,33.88843,2001,299340
218,1990,Finland,Cauliflowers and broccoli,502.78340000000003,33.88843,2001,113681
219,1990,Finland,Oats,502.78340000000003,33.88843,2001,36652
220,1990,Finland,Potatoes,502.78340000000003,33.88843,2001,214976
221,1990,Finland,Rye,502.78340000000003,33.88843,2001,30111
222,1990,Finland,Wheat,502.78340000000003,33.88843,2001,34847
223,1990,France,Barley,764.5496,141.18786,97701,56845
224,1990,France,Buckwheat,764.5496,141.18786,97701,24335
225,1990,France,Carrots and turnips,764.5496,141.18786,97701,316571
226,1990,France,Cauliflowers and broccoli,764.5496,141.18786,97701,103035
227,1990,France,Garlic,764.5496,141.18786,97701,71356
228,1990,France,Hops,764.5496,141.18786,97701,16294
229,1990,France,Maize,764.5496,141.18786,97701,60186
230,1990,France,Oats,764.5496,141.18786,97701,38651
231,1990,France,"Onions, shallots, green",764.5496,141.18786,97701,124138
232,1990,France,Potatoes,764.5496,141.18786,97701,290790
233,1990,France,Rye,764.5496,141.18786,97701,36424
234,1990,France,Wheat,764.5496,141.18786,97701,64787
235,1990,Gambia,Maize,761.36433,334.2846,34,12041
236,1990,Germany,Barley,720.9988,117.66502,31289,53558
237,1990,Germany,Carrots and turnips,720.9988,117.66502,31289,302912
238,1990,Germany,Cauliflowers and broccoli,720.9988,117.66502,31289,211642
239,1990,Germany,Hops,720.9988,117.66502,31289,13583
240,1990,Germany,Maize,720.9988,117.66502,31289,67762
241,1990,Germany,Oats,720.9988,117.66502,31289,44535
242,1990,Germany,Potatoes,720.9988,117.66502,31289,257764
243,1990,Germany,Rye,720.9988,117.66502,31289,37789
244,1990,Germany,Wheat,720.9988,117.66502,31289,62734
245,1990,Ghana,Maize,1018.80281,333.3026,66,11889
246,1990,Greece,Barley,530.2085500000001,171.27402,7420,17430
247,1990,Greece,Carrots and turnips,530.2085500000001,171.27402,7420,343923
248,1990,Greece,Cauliflowers and broccoli,530.2085500000001,171.27402,7420,191791
249,1990,Greece,Garlic,530.2085500000001,171.27402,7420,76470
250,1990,Greece,Maize,530.2085500000001,171.27402,7420,96965
251,1990,Greece,Oats,530.2085500000001,171.27402,7420,14186
252,1990,Greece,"Onions, shallots, green",530.2085500000001,171.27402,7420,197071
253,1990,Greece,Potatoes,530.2085500000001,171.27402,7420,189470
254,1990,Greece,Rye,530.2085500000001,171.27402,7420,18462
255,1990,Greece,Sweet potatoes,530.2085500000001,171.27402,7420,168333
256,1990,Greece,Wheat,530.2085500000001,171.27402,7420,19332
257,1990,Guatemala,Barley,2686.5654,282.7637,12004,7881
258,1990,Guatemala,Cauliflowers and broccoli,2686.5654,282.7637,12004,118286
259,1990,Guatemala,Garlic,2686.5654,282.7637,12004,47761
260,1990,Guatemala,Maize,2686.5654,282.7637,12004,20052
261,1990,Guatemala,Potatoes,2686.5654,282.7637,12004,210685
262,1990,Guatemala,Wheat,2686.5654,282.7637,12004,19983
263,1990,Guinea,Maize,1482.0897,311.8306,80,10179
264,1990,Guinea,Sweet potatoes,1482.0897,311.8306,80,49493
265,1990,Guinea-Bissau,Maize,1235.57967,327.1896,32,10678
266,1990,Guyana,Maize,3232.0758,312.0735,290,15666
267,1990,Haiti,Garlic,1331.0333,300.8845,17,127273
268,1990,Haiti,Maize,1331.0333,300.8845,17,7951
269,1990,Haiti,Potatoes,1331.0333,300.8845,17,109308
270,1990,Haiti,Sweet potatoes,1331.0333,300.8845,17,34921
271,1990,Honduras,Carrots and turnips,1941.0103,285.6176,4577,110400
272,1990,Honduras,Cauliflowers and broccoli,1941.0103,285.6176,4577,81250
273,1990,Honduras,Garlic,1941.0103,285.6176,4577,30000
274,1990,Honduras,Maize,1941.0103,285.6176,4577,15188
275,1990,Honduras,Potatoes,1941.0103,285.6176,4577,113100
276,1990,Honduras,Sweet potatoes,1941.0103,285.6176,4577,64286
277,1990,Honduras,Wheat,1941.0103,285.6176,4577,5769
278,1990,Hungary,Barley,525.9694,129.77771,12756,46082
279,1990,Hungary,Carrots and turnips,525.9694,129.77771,12756,183394
280,1990,Hungary,Cauliflowers and broccoli,525.9694,129.77771,12756,95238
281,1990,Hungary,Garlic,525.9694,129.77771,12756,59912
282,1990,Hungary,Hops,525.9694,129.77771,12756,8887
283,1990,Hungary,Maize,525.9694,129.77771,12756,41577
284,1990,Hungary,Oats,525.9694,129.77771,12756,34102
285,1990,Hungary,"Onions, shallots, green",525.9694,129.77771,12756,150000
286,1990,Hungary,Potatoes,525.9694,129.77771,12756,170773
287,1990,Hungary,Rye,525.9694,129.77771,12756,25255
288,1990,Hungary,Wheat,525.9694,129.77771,12756,50771
289,1990,Iceland,Carrots and turnips,1100.8886,20.39895,3,231250
290,1990,Iceland,Cauliflowers and broccoli,1100.8886,20.39895,3,96667
291,1990,Iceland,Potatoes,1100.8886,20.39895,3,85000
292,1990,India,Barley,1203.61866,289.7654,75000,14998
293,1990,India,Carrots and turnips,1203.61866,289.7654,75000,140000
294,1990,India,Cauliflowers and broccoli,1203.61866,289.7654,75000,142265
295,1990,India,Garlic,1203.61866,289.7654,75000,38890
296,1990,India,Ginger,1203.61866,289.7654,75000,28519
297,1990,India,Maize,1203.61866,289.7654,75000,15178
298,1990,India,Potatoes,1203.61866,289.7654,75000,157136
299,1990,India,Sweet potatoes,1203.61866,289.7654,75000,79663
300,1990,India,Wheat,1203.61866,289.7654,75000,21211
301,1990,Indonesia,Carrots and turnips,2664.383,314.0526,2432,118204
302,1990,Indonesia,Cauliflowers and broccoli,2664.383,314.0526,2432,127273
303,1990,Indonesia,Garlic,2664.383,314.0526,2432,58900
304,1990,Indonesia,Ginger,2664.383,314.0526,2432,83116
305,1990,Indonesia,Maize,2664.383,314.0526,2432,21323
306,1990,Indonesia,Potatoes,2664.383,314.0526,2432,141637
307,1990,Indonesia,Sweet potatoes,2664.383,314.0526,2432,94450
308,1990,Iraq,Barley,139.10719,258.86169,692,9647
309,1990,Iraq,Carrots and turnips,139.10719,258.86169,692,116279
310,1990,Iraq,Cauliflowers and broccoli,139.10719,258.86169,692,151765
311,1990,Iraq,Garlic,139.10719,258.86169,692,34754
312,1990,Iraq,Maize,139.10719,258.86169,692,24814
313,1990,Iraq,Oats,139.10719,258.86169,692,10566
314,1990,Iraq,"Onions, shallots, green",139.10719,258.86169,692,120861
315,1990,Iraq,Potatoes,139.10719,258.86169,692,166681
316,1990,Iraq,Wheat,139.10719,258.86169,692,10129
317,1990,Ireland,Barley,1186.0855999999999,118.5041,2014,59197
318,1990,Ireland,Carrots and turnips,1186.0855999999999,118.5041,2014,358182
319,1990,Ireland,Cauliflowers and broccoli,1186.0855999999999,118.5041,2014,117778
320,1990,Ireland,Hops,1186.0855999999999,118.5041,2014,10833
321,1990,Ireland,Oats,1186.0855999999999,118.5041,2014,66055
322,1990,Ireland,Potatoes,1186.0855999999999,118.5041,2014,248971
323,1990,Ireland,Rye,1186.0855999999999,118.5041,2014,21925
324,1990,Ireland,Wheat,1186.0855999999999,118.5041,2014,85307
325,1990,Israel,Barley,201.39059,235.0161,2491,5245
326,1990,Israel,Carrots and turnips,201.39059,235.0161,2491,677562
327,1990,Israel,Cauliflowers and broccoli,201.39059,235.0161,2491,254306
328,1990,Israel,Garlic,201.39059,235.0161,2491,194900
329,1990,Israel,Maize,201.39059,235.0161,2491,137935
330,1990,Israel,Oats,201.39059,235.0161,2491,13095
331,1990,Israel,"Onions, shallots, green",201.39059,235.0161,2491,319697
332,1990,Israel,Potatoes,201.39059,235.0161,2491,341996
333,1990,Israel,Sweet potatoes,201.39059,235.0161,2491,364167
334,1990,Israel,Wheat,201.39059,235.0161,2491,32031
335,1990,Italy,Barley,900.5612,149.63401000000002,100596,36449
336,1990,Italy,Carrots and turnips,900.5612,149.63401000000002,100596,470587
337,1990,Italy,Cauliflowers and broccoli,900.5612,149.63401000000002,100596,193249
338,1990,Italy,Garlic,900.5612,149.63401000000002,100596,87529
339,1990,Italy,Maize,900.5612,149.63401000000002,100596,76375
340,1990,Italy,Oats,900.5612,149.63401000000002,100596,19052
341,1990,Italy,Potatoes,900.5612,149.63401000000002,100596,191624
342,1990,Italy,Rye,900.5612,149.63401000000002,100596,25663
343,1990,Italy,Sweet potatoes,900.5612,149.63401000000002,100596,214829
344,1990,Italy,Wheat,900.5612,149.63401000000002,100596,29243
345,1990,Jamaica,Carrots and turnips,1768.3454,306.5749,1217,106152
346,1990,Jamaica,Cauliflowers and broccoli,1768.3454,306.5749,1217,103962
347,1990,Jamaica,Ginger,1768.3454,306.5749,1217,31569
348,1990,Jamaica,Maize,1768.3454,306.5749,1217,10588
349,1990,Jamaica,"Onions, shallots, green",1768.3454,306.5749,1217,60867
350,1990,Jamaica,Potatoes,1768.3454,306.5749,1217,122818
351,1990,Jamaica,Sweet potatoes,1768.3454,306.5749,1217,112543
352,1990,Japan,Barley,1722.5144,143.22277,79821,32601
353,1990,Japan,Buckwheat,1722.5144,143.22277,79821,7518
354,1990,Japan,Carrots and turnips,1722.5144,143.22277,79821,278553
355,1990,Japan,Cauliflowers and broccoli,1722.5144,143.22277,79821,120000
356,1990,Japan,Ginger,1722.5144,143.22277,79821,208333
357,1990,Japan,Hops,1722.5144,143.22277,79821,19644
358,1990,Japan,Maize,1722.5144,143.22277,79821,25457
359,1990,Japan,Oats,1722.5144,143.22277,79821,22227
360,1990,Japan,"Onions, shallots, green",1722.5144,143.22277,79821,231411
361,1990,Japan,Potatoes,1722.5144,143.22277,79821,306736
362,1990,Japan,Rye,1722.5144,143.22277,79821,5882
363,1990,Japan,Sweet potatoes,1722.5144,143.22277,79821,231353
364,1990,Japan,Wheat,1722.5144,143.22277,79821,36540
365,1990,Jordan,Barley,97.43433,225.28341,734,8831
366,1990,Jordan,Carrots and turnips,97.43433,225.28341,734,146500
367,1990,Jordan,Cauliflowers and broccoli,97.43433,225.28341,734,231617
368,1990,Jordan,Garlic,97.43433,225.28341,734,70135
369,1990,Jordan,Maize,97.43433,225.28341,734,88905
370,1990,Jordan,"Onions, shallots, green",97.43433,225.28341,734,111778
371,1990,Jordan,Potatoes,97.43433,225.28341,734,316802
372,1990,Jordan,Wheat,97.43433,225.28341,734,14461
373,1990,Kenya,Barley,744.9338,294.6421,3469,18155
374,1990,Kenya,Garlic,744.9338,294.6421,3469,152000
375,1990,Kenya,Ginger,744.9338,294.6421,3469,21951
376,1990,Kenya,Maize,744.9338,294.6421,3469,16591
377,1990,Kenya,Oats,744.9338,294.6421,3469,10577
378,1990,Kenya,Potatoes,744.9338,294.6421,3469,88655
379,1990,Kenya,Sweet potatoes,744.9338,294.6421,3469,99153
380,1990,Kenya,Wheat,744.9338,294.6421,3469,16551
381,1990,Kuwait,Barley,77.52941,304.8835,14,27907
382,1990,Kuwait,Carrots and turnips,77.52941,304.8835,14,210000
383,1990,Kuwait,Cauliflowers and broccoli,77.52941,304.8835,14,288372
384,1990,Kuwait,Garlic,77.52941,304.8835,14,164103
385,1990,Kuwait,Maize,77.52941,304.8835,14,105455
386,1990,Kuwait,Potatoes,77.52941,304.8835,14,200000
387,1990,Kuwait,Wheat,77.52941,304.8835,14,31250
388,1990,Lebanon,Barley,337.01976,190.54098,1221,17745
389,1990,Lebanon,Carrots and turnips,337.01976,190.54098,1221,168919
390,1990,Lebanon,Cauliflowers and broccoli,337.01976,190.54098,1221,200000
391,1990,Lebanon,Garlic,337.01976,190.54098,1221,197500
392,1990,Lebanon,Maize,337.01976,190.54098,1221,16910
393,1990,Lebanon,Oats,337.01976,190.54098,1221,15789
394,1990,Lebanon,Potatoes,337.01976,190.54098,1221,180927
395,1990,Lebanon,Wheat,337.01976,190.54098,1221,19704
396,1990,Lesotho,Barley,618.94601,156.95527,0,3846
397,1990,Lesotho,Maize,618.94601,156.95527,0,11000
398,1990,Lesotho,Oats,618.94601,156.95527,0,16085
399,1990,Lesotho,Potatoes,618.94601,156.95527,0,176905
400,1990,Lesotho,Wheat,618.94601,156.95527,0,8118
401,1990,Libya,Barley,44.29027,268.5744,2803,4768
402,1990,Libya,Carrots and turnips,44.29027,268.5744,2803,35714
403,1990,Libya,Cauliflowers and broccoli,44.29027,268.5744,2803,99130
404,1990,Libya,Garlic,44.29027,268.5744,2803,70000
405,1990,Libya,Maize,44.29027,268.5744,2803,10000
406,1990,Libya,"Onions, shallots, green",44.29027,268.5744,2803,180000
407,1990,Libya,Potatoes,44.29027,268.5744,2803,80556
408,1990,Libya,Wheat,44.29027,268.5744,2803,12317
409,1990,Madagascar,Carrots and turnips,1164.2364,265.7148,128,39231
410,1990,Madagascar,Cauliflowers and broccoli,1164.2364,265.7148,128,107407
411,1990,Madagascar,Garlic,1164.2364,265.7148,128,57143
412,1990,Madagascar,Maize,1164.2364,265.7148,128,9848
413,1990,Madagascar,"Onions, shallots, green",1164.2364,265.7148,128,27273
414,1990,Madagascar,Potatoes,1164.2364,265.7148,128,69744
415,1990,Madagascar,Sweet potatoes,1164.2364,265.7148,128,53407
416,1990,Madagascar,Wheat,1164.2364,265.7148,128,20000
417,1990,Malawi,Maize,825.54738,268.1714,172,9993
418,1990,Malawi,Potatoes,825.54738,268.1714,172,102044
419,1990,Malawi,Wheat,825.54738,268.1714,172,7735
